condition,run,seg,L_k_m,Kp,Kth,t_arrive_s,eps_m,T_bound_s,within_bound,d_at_switch_m,V_before,V_after,t_switch_s
halt1cm_pnn,15,0,0.786001,0.957836,2.460813,3.2890,0.01,9.7027,1,0.009971,0.07349567,0.48779816,3.2890
halt1cm_pnn,15,1,0.611372,0.909276,2.934316,3.1100,0.01,9.5552,1,0.009988,0.01380600,2.18744183,6.3990
halt1cm_pnn,15,2,0.891201,0.819958,1.833979,4.1600,0.01,11.7349,1,0.009984,0.00285874,0.68316824,10.5590
halt1cm_pnn,15,3,0.110625,0.779630,2.878504,2.8540,0.01,6.8695,1,0.009991,0.00521008,0.13714485,13.4130
halt1cm_pnn,15,4,0.463398,0.885444,2.968421,2.7460,0.01,9.1798,1,0.009993,0.00100178,0.32983464,16.1590
halt1cm_pnn,15,5,0.641846,0.866141,2.918164,3.0870,0.01,10.1207,1,0.009994,0.00281670,0.44334415,19.2460
halt1cm_pnn,15,6,0.298954,0.872047,3.000000,2.9640,0.01,8.3300,1,0.009982,0.00485555,1.69249028,22.2100
halt1cm_pnn,15,7,0.763132,0.910231,2.360839,3.4900,0.01,10.1405,1,0.009972,0.01898671,,25.7000
halt1cm_pnn,16,0,0.970621,0.897696,2.837318,3.3020,0.01,10.7050,1,0.009978,0.00281889,0.07552902,3.3020
halt1cm_pnn,16,1,0.357516,0.858106,2.960165,2.7450,0.01,8.8686,1,0.009981,0.00006993,0.44380312,6.0470
halt1cm_pnn,16,2,0.937324,0.842025,2.924145,3.2410,0.01,11.2839,1,0.009997,0.00005262,2.19263126,9.2880
halt1cm_pnn,16,3,0.786239,0.957878,1.148826,3.6920,0.01,10.3463,1,0.009984,0.23147112,2.44418850,12.9800
halt1cm_pnn,16,4,0.223854,0.910586,0.911887,3.7310,0.01,8.4435,1,0.009995,0.02067208,2.10574980,16.7110
halt1cm_pnn,16,5,0.670149,1.000000,1.015326,3.5720,0.01,9.8048,1,0.009995,0.34447934,1.61338539,20.2830
halt1cm_pnn,16,6,0.667559,0.890857,2.445174,3.6730,0.01,10.0318,1,0.009987,0.00264308,0.03082178,23.9560
halt1cm_pnn,16,7,0.237021,0.834302,2.994886,2.6480,0.01,8.1505,1,0.009990,0.00007186,0.66602832,26.6040
halt1cm_pnn,16,8,0.845621,0.888752,2.865385,3.1970,0.01,10.4961,1,0.009975,0.00398320,0.49958920,29.8010
halt1cm_pnn,16,9,0.987559,0.834304,2.913895,3.3230,0.01,11.5094,1,0.009996,0.00046117,0.13324149,33.1240
halt1cm_pnn,16,10,0.513442,0.868311,2.951854,2.8440,0.01,9.5858,1,0.009974,0.00009885,1.67336448,35.9680
halt1cm_pnn,16,11,0.140913,0.949835,1.325358,2.9610,0.01,6.7609,1,0.009994,0.03704413,0.10021153,38.9290
halt1cm_pnn,16,12,0.385719,0.879756,2.991364,2.6950,0.01,8.8251,1,0.009983,0.00046448,0.35743440,41.6240
halt1cm_pnn,16,13,0.421412,0.893815,3.000000,2.9100,0.01,8.8855,1,0.009988,0.00945703,1.51078883,44.5340
halt1cm_pnn,16,14,0.468046,0.852332,2.632964,3.6790,0.01,9.6007,1,0.009998,0.00179031,,48.2130
halt1cm_pnn,17,0,0.847487,0.975027,2.680325,3.0770,0.01,9.6481,1,0.009989,0.10523145,0.33669087,3.0770
halt1cm_pnn,17,1,0.185938,0.830001,2.990255,2.6870,0.01,7.6328,1,0.009988,0.00337237,1.70719862,5.7640
halt1cm_pnn,17,2,0.680654,0.868826,2.396493,3.7640,0.01,10.3274,1,0.009978,0.00033058,1.17883805,9.5280
halt1cm_pnn,17,3,0.913718,0.980390,2.629736,3.1170,0.01,9.7599,1,0.009982,0.13256173,1.96597166,12.6450
halt1cm_pnn,17,4,0.441284,1.000000,1.048297,3.5660,0.01,8.9414,1,0.009982,0.18828134,1.23332395,16.2110
halt1cm_pnn,17,5,0.325841,0.833731,2.826133,3.4050,0.01,8.9202,1,0.009999,0.00243590,0.87273987,19.6160
halt1cm_pnn,17,6,0.590508,0.936921,2.879219,3.0880,0.01,9.2233,1,0.009985,0.01783882,0.90018904,22.7040
halt1cm_pnn,17,7,0.747737,0.956683,2.819462,2.9720,0.01,9.5391,1,0.009999,0.05099459,2.16636598,25.6760
halt1cm_pnn,17,8,0.112393,0.968352,1.028961,3.1770,0.01,6.5203,1,0.009985,0.03111563,0.05640460,28.8530
halt1cm_pnn,17,9,0.114358,0.780999,2.972456,2.4580,0.01,6.9211,1,0.009993,0.00232946,0.56523157,31.3110
halt1cm_pnn,17,10,0.195252,0.826209,2.958719,2.9790,0.01,7.7831,1,0.009991,0.00169992,0.63118783,34.2900
halt1cm_pnn,17,11,0.919697,0.856568,2.884370,3.3900,0.01,11.0630,1,0.009975,0.00005521,0.30381555,37.6800
halt1cm_pnn,17,12,0.449301,0.906116,2.983459,2.8330,0.01,8.9120,1,0.009994,0.01549933,0.32657523,40.5130
halt1cm_pnn,17,13,0.376402,0.891998,2.999706,2.7970,0.01,8.6556,1,0.009980,0.00734207,0.31320053,43.3100
halt1cm_pnn,17,14,0.249424,0.857350,3.000000,2.7720,0.01,8.0573,1,0.009994,0.00460272,0.52822021,46.0820
halt1cm_pnn,17,15,0.967511,0.867063,2.873243,3.1260,0.01,11.0525,1,0.009982,0.00028945,2.58847779,49.2080
halt1cm_pnn,17,16,0.749339,0.922835,0.887929,4.0230,0.01,10.9451,1,0.009987,0.08193256,1.91305978,53.2310
halt1cm_pnn,17,17,0.767536,0.820024,2.302243,4.1440,0.01,11.2202,1,0.009986,0.00165263,,57.3750
halt1cm_pnn,18,0,0.871044,0.870498,2.907481,3.0680,0.01,10.7664,1,0.009991,0.00145037,2.72327575,3.0680
halt1cm_pnn,18,1,0.854592,0.907085,0.902731,4.1450,0.01,11.3686,1,0.009973,0.08824805,0.34526309,7.2130
halt1cm_pnn,18,2,0.537330,0.892991,2.957775,2.9860,0.01,9.4329,1,0.009973,0.01064246,0.37053670,10.1990
halt1cm_pnn,18,3,0.809940,0.875739,2.918697,3.0590,0.01,10.5388,1,0.009984,0.00584278,0.18927219,13.2580
halt1cm_pnn,18,4,0.589583,0.848273,2.931206,3.0450,0.01,10.1247,1,0.009986,0.00117973,0.12277952,16.3030
halt1cm_pnn,18,5,0.188624,0.809462,2.985459,2.7040,0.01,7.8491,1,0.009991,0.00213231,1.37081330,19.0070
halt1cm_pnn,18,6,0.183873,0.846799,2.298173,3.1950,0.01,7.6052,1,0.009986,0.01133531,,22.2020
halt1cm_pnn,19,0,0.399997,0.903064,3.000000,2.9910,0.01,8.6865,1,0.009992,0.00611725,2.35312648,2.9910
halt1cm_pnn,19,1,0.407279,0.940304,0.910806,3.5960,0.01,9.4581,1,0.009982,0.05144350,1.15314076,6.5870
halt1cm_pnn,19,2,0.766047,0.965569,2.670133,3.1810,0.01,9.5328,1,0.009986,0.07039444,1.09641988,9.7680
halt1cm_pnn,19,3,0.863071,0.974820,2.684995,3.2060,0.01,9.6861,1,0.009998,0.09935642,1.62049695,12.9740
halt1cm_pnn,19,4,0.882797,0.918825,2.311091,3.6340,0.01,10.3771,1,0.009973,0.03266942,2.41938235,16.6080
halt1cm_pnn,19,5,0.590390,0.907659,0.919733,4.0680,0.01,10.5305,1,0.009973,0.05854629,0.39909200,20.6760
halt1cm_pnn,19,6,0.178301,0.809838,2.997314,2.8350,0.01,7.7120,1,0.009997,0.00212500,1.40407865,23.5110
halt1cm_pnn,19,7,0.322080,0.835185,2.794516,3.4730,0.01,8.8841,1,0.009989,0.00267776,,26.9840
tol5cm_pnn,0,0,0.485869,0.926766,0.913096,3.1460,0.05,6.6368,1,0.049997,0.01113964,1.24066603,3.1460
tol5cm_pnn,0,1,0.235922,0.806650,2.798001,2.3300,0.05,4.8188,1,0.049951,0.01516713,0.10784864,5.4760
tol5cm_pnn,0,2,0.348085,0.847583,2.953159,1.9170,0.05,5.3649,1,0.049947,0.00125099,0.92751832,7.3930
tol5cm_pnn,0,3,0.433285,0.902785,2.882656,2.3670,0.05,5.5067,1,0.049940,0.02381035,2.86154919,9.7600
tol5cm_pnn,0,4,0.398484,0.804948,0.975611,3.3370,0.05,6.8719,1,0.049943,0.00938620,0.46988719,13.0970
tol5cm_pnn,0,5,0.969289,0.850446,2.930164,2.4890,0.05,7.5631,1,0.049966,0.00128149,0.23298111,15.5860
tol5cm_pnn,0,6,0.665550,0.847121,2.925403,2.2830,0.05,6.7564,1,0.049983,0.00168167,1.22871460,17.8690
tol5cm_pnn,0,7,0.470256,0.909487,2.846086,2.5250,0.05,5.6379,1,0.049976,0.03077526,0.49356799,20.3940
tol5cm_pnn,0,8,0.165347,0.814673,2.955844,1.7040,0.05,4.0538,1,0.049978,0.02087491,0.77032000,22.0980
tol5cm_pnn,0,9,0.945775,0.876307,2.865447,2.5700,0.05,7.3113,1,0.049970,0.01244842,0.66195033,24.6680
tol5cm_pnn,0,10,0.176514,0.812600,2.932014,1.8660,0.05,4.1912,1,0.049956,0.00527212,0.24177189,26.5340
tol5cm_pnn,0,11,0.330932,0.879224,3.000000,2.0120,0.05,5.0812,1,0.049975,0.00125613,,28.5460
tol5cm_pnn,1,0,0.371483,0.858126,2.953057,1.9810,0.05,5.4378,1,0.049974,0.00129358,0.78980098,1.9810
